CMS AI FULL ASSEMBLY VIEW NOTES
================================
Job: 8418 2 cavity funnel with water and baffle change 7-3-13.sldasm
Image: C:\CMS_AI\datasets\cms_molds\label_queue\images\8418 2 cavity funnel with water and baffle change 7-3-13.sldasm_FULL_RIGHT.jpg
ViewType: right
PartCount: 397

Detected key roles:
TCP index: 99
BCP index: 103
ID Holder index: 66
OD Holder index: 98
ID Pot index: 48
OD Pot index: 72

Parts:
Index | Use | Class | Confidence | T | W | L | CenterX | CenterY | CenterZ | Component
370 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -2.500 | 5.885 | -8.250 | SHCS(12X2-34)-28
371 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -1.500 | 5.885 | 6.625 | SHCS(12X2-34)-30
372 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | 1.250 | 17.875 | -15.750 | SHCS(12X7-12)-1
373 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | 1.250 | 17.875 | -11.000 | SHCS(12X7-12)-3
374 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | 7.969 | -0.875 | -8.500 | SHCS(12X12-0)-4
375 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | 1.250 | 17.875 | 11.000 | SHCS(12X7-12)-5
376 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | -7.969 | -0.875 | 8.500 | SHCS(12X12-0)-12
377 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | 7.969 | -0.875 | -14.125 | SHCS(12X12-0)-9
378 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | 2.250 | -5.928 | -11.000 | SHCS(58X1-34)-3
379 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | -4.000 | -5.928 | 4.000 | SHCS(58X1-34)-5
380 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | -1.250 | 17.875 | -15.750 | SHCS(12X7-12)-7
381 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | -7.969 | -0.875 | 14.125 | SHCS(12X12-0)-5
382 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | 7.969 | -0.875 | 14.125 | SHCS(12X12-0)-6
383 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | -7.969 | -0.875 | -14.125 | SHCS(12X12-0)-11
384 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | -1.250 | 17.875 | 15.750 | SHCS(12X7-12)-8
385 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | -7.969 | -0.875 | -8.500 | SHCS(12X12-0)-2
386 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | 1.250 | 17.875 | 15.750 | SHCS(12X7-12)-6
387 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | -7.969 | -0.875 | 2.875 | SHCS(12X12-0)-3
388 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | -7.969 | -0.875 | -2.875 | SHCS(12X12-0)-1
389 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | 7.969 | -0.875 | -2.875 | SHCS(12X12-0)-7
390 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | 7.969 | -0.875 | 2.875 | SHCS(12X12-0)-8
391 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 12.500 | 7.969 | -0.875 | 8.500 | SHCS(12X12-0)-10
392 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | 4.000 | -5.928 | 4.000 | SHCS(58X1-34)-1
393 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | -2.250 | -5.928 | 11.000 | SHCS(58X1-34)-2
394 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | 0.000 | -5.928 | 6.125 | SHCS(58X1-34)-4
395 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | -2.250 | -5.928 | 0.000 | SHCS(58X1-34)-7
396 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | 2.250 | -5.928 | 11.000 | SHCS(58X1-34)-8
397 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | -2.250 | -5.928 | -11.000 | SHCS(58X1-34)-6
